,TARGET,CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY
258612,0,Cash loans,M,Y,Y,1,157500.0,298512.0,17266.5
121167,0,Cash loans,F,N,N,0,146250.0,250717.5,16020.0
147399,1,Cash loans,F,Y,Y,2,121500.0,91008.0,3559.5
2049,0,Cash loans,F,Y,N,1,54000.0,1078200.0,31522.5
129963,0,Revolving loans,M,Y,Y,0,112500.0,180000.0,9000.0
303374,0,Cash loans,M,Y,Y,1,252000.0,352044.0,16542.0
264038,0,Cash loans,F,N,Y,0,157500.0,1078200.0,31653.0
92797,0,Cash loans,F,Y,Y,0,157500.0,509922.0,40419.0
156350,0,Cash loans,F,N,Y,0,108000.0,682875.0,34996.5
60772,1,Cash loans,M,Y,N,0,90000.0,640080.0,31261.5
289154,0,Cash loans,F,Y,N,0,121500.0,454500.0,16452.0
265076,0,Cash loans,M,Y,N,0,187200.0,905688.0,23890.5
193204,0,Cash loans,M,Y,Y,1,405000.0,1006920.0,46791.0
173135,0,Cash loans,F,N,Y,1,157500.0,343800.0,13090.5
64285,0,Revolving loans,F,N,Y,2,180000.0,180000.0,9000.0
264420,0,Cash loans,F,N,Y,0,67500.0,942300.0,30528.0
37327,1,Cash loans,F,N,Y,0,90000.0,808650.0,23773.5
144535,0,Cash loans,M,Y,N,0,135000.0,225000.0,11650.5
69190,0,Cash loans,M,Y,Y,0,270000.0,358443.0,16839.0
130678,0,Cash loans,F,Y,N,1,202500.0,555273.0,15399.0
182752,0,Cash loans,M,Y,Y,1,180000.0,467257.5,17743.5
243284,0,Cash loans,F,N,Y,2,135000.0,760225.5,53041.5
139866,1,Revolving loans,M,Y,Y,0,337500.0,270000.0,13500.0
122749,0,Cash loans,F,N,Y,0,315000.0,1345500.0,54931.5
64025,0,Cash loans,F,N,N,0,173353.5,540360.0,15484.5
259196,0,Cash loans,F,N,Y,0,292500.0,1019205.0,36607.5
65075,0,Cash loans,F,N,Y,0,76500.0,490495.5,27517.5
48038,0,Cash loans,M,Y,N,0,270000.0,494550.0,39649.5
28028,0,Cash loans,F,N,Y,0,180000.0,1332000.0,39078.0
217854,0,Cash loans,F,N,Y,1,180000.0,284400.0,22599.0
253438,0,Cash loans,F,N,N,0,90000.0,508495.5,21541.5
275356,0,Cash loans,F,N,Y,0,180000.0,677664.0,31401.0
85622,0,Cash loans,F,N,Y,0,180000.0,415224.0,15781.5
101518,0,Cash loans,M,N,N,2,202500.0,859500.0,43884.0
222468,0,Cash loans,M,N,Y,0,135000.0,521280.0,23089.5
267443,0,Cash loans,F,N,Y,0,112500.0,295668.0,10750.5
57207,0,Cash loans,F,N,Y,0,157500.0,735579.0,40032.0
211352,0,Cash loans,F,N,Y,1,112500.0,200493.0,15120.0
169079,0,Cash loans,M,N,Y,0,112500.0,314100.0,13963.5
261122,0,Cash loans,M,N,N,0,135000.0,229230.0,24817.5
10636,0,Revolving loans,F,N,Y,0,135000.0,202500.0,10125.0
114134,0,Cash loans,F,N,N,0,180000.0,1185282.0,33966.0
83878,0,Cash loans,F,Y,Y,2,450000.0,254700.0,30226.5
300664,0,Cash loans,F,N,N,0,135000.0,1575000.0,41548.5
194746,0,Cash loans,F,Y,N,0,157500.0,358213.5,20133.0
262211,0,Cash loans,M,N,Y,0,112500.0,350181.0,33723.0
169066,0,Cash loans,F,Y,Y,0,450000.0,1067877.0,102973.5
217541,0,Cash loans,M,Y,N,0,157500.0,341280.0,26964.0
86680,0,Cash loans,F,Y,Y,0,247500.0,481855.5,45049.5
106608,1,Cash loans,F,N,Y,0,292500.0,352656.0,22666.5
176389,0,Cash loans,F,Y,Y,0,90000.0,1013508.0,29763.0
280849,0,Revolving loans,M,Y,Y,0,225000.0,427500.0,21375.0
216035,1,Cash loans,M,Y,Y,2,180000.0,723996.0,30802.5
92425,1,Cash loans,F,N,Y,0,193500.0,557005.5,23728.5
125245,0,Cash loans,F,Y,Y,0,225000.0,1069285.5,48451.5
82520,0,Cash loans,F,N,Y,1,67500.0,178290.0,12042.0
203833,0,Cash loans,F,N,Y,0,202500.0,332946.0,16146.0
275206,0,Revolving loans,F,N,Y,1,85500.0,180000.0,9000.0
204586,0,Cash loans,M,Y,Y,0,225000.0,1575000.0,41679.0
247001,0,Cash loans,F,N,N,1,144000.0,1046142.0,30717.0
281939,0,Cash loans,F,N,N,0,103500.0,855000.0,25128.0
251723,0,Cash loans,F,N,N,0,225000.0,1288350.0,37800.0
210319,0,Cash loans,F,N,Y,0,81000.0,314100.0,17037.0
170946,0,Cash loans,F,N,Y,0,135000.0,677664.0,22527.0
223107,1,Cash loans,F,N,N,0,135000.0,738567.0,23823.0
238905,0,Cash loans,F,N,Y,1,90000.0,454500.0,21996.0
150599,0,Cash loans,F,N,Y,1,103500.0,592560.0,27589.5
60258,0,Cash loans,F,Y,Y,0,180000.0,1125000.0,33025.5
22729,0,Cash loans,F,Y,Y,2,326250.0,1546020.0,45333.0
278093,0,Cash loans,F,N,Y,0,225000.0,916470.0,26928.0
253630,0,Cash loans,F,N,Y,2,90000.0,188460.0,9751.5
21811,0,Cash loans,M,Y,Y,1,202500.0,521280.0,28408.5
227207,0,Cash loans,M,Y,Y,0,342000.0,101880.0,11623.5
247306,0,Cash loans,M,N,Y,0,180000.0,112500.0,12244.5
160279,1,Cash loans,F,N,Y,2,121500.0,341280.0,27094.5
206049,0,Cash loans,M,Y,N,0,360000.0,1436850.0,46480.5
45518,0,Cash loans,F,N,Y,1,76500.0,240660.0,9202.5
223913,0,Cash loans,F,N,Y,0,135000.0,490495.5,30136.5
142872,0,Cash loans,F,Y,N,0,72000.0,900000.0,38133.0
34507,0,Cash loans,F,N,N,0,135000.0,225000.0,15034.5
98500,0,Cash loans,F,N,Y,0,112500.0,545040.0,26640.0
62678,0,Cash loans,F,Y,Y,1,157500.0,294322.5,13851.0
234680,0,Cash loans,M,N,Y,0,76500.0,247275.0,18616.5
109654,0,Cash loans,M,Y,N,0,180000.0,269550.0,14112.0
33875,0,Cash loans,F,N,N,0,180000.0,1350000.0,35743.5
285522,0,Cash loans,M,Y,Y,0,202500.0,479799.0,24628.5
114078,0,Cash loans,F,Y,Y,0,135000.0,254700.0,20250.0
178555,1,Cash loans,M,Y,Y,2,247500.0,458460.0,36351.0
90006,0,Cash loans,M,Y,Y,0,180000.0,1105083.0,36652.5
159752,0,Cash loans,M,Y,N,1,540000.0,1475154.0,54796.5
12390,0,Cash loans,M,Y,Y,2,135000.0,276277.5,22279.5
224217,0,Cash loans,M,Y,Y,0,337500.0,755190.0,69394.5
239813,0,Cash loans,M,Y,N,1,202500.0,900000.0,43299.0
281220,0,Cash loans,M,N,Y,0,121500.0,234324.0,13212.0
275799,0,Cash loans,F,N,N,0,112500.0,360000.0,18508.5
30459,0,Cash loans,F,N,Y,0,99000.0,276408.0,11839.5
58134,0,Cash loans,F,N,N,0,103500.0,1125000.0,33025.5
119475,0,Cash loans,F,Y,Y,0,157500.0,178290.0,11911.5
299235,0,Cash loans,F,N,Y,0,90000.0,568197.0,18909.0
35669,0,Revolving loans,M,N,Y,0,90000.0,247500.0,12375.0
130841,0,Cash loans,F,N,Y,0,90000.0,436500.0,34614.0
160794,0,Cash loans,F,N,N,0,90000.0,254700.0,24939.0
14968,0,Cash loans,M,Y,Y,1,225000.0,315000.0,12127.5
154593,0,Cash loans,F,Y,Y,1,270000.0,755190.0,35122.5
180094,0,Cash loans,F,N,N,1,270000.0,900000.0,92223.0
8266,0,Cash loans,F,N,Y,1,90000.0,254700.0,25321.5
214583,0,Revolving loans,F,Y,Y,2,99000.0,270000.0,13500.0
125486,0,Cash loans,F,N,N,2,135000.0,218016.0,17221.5
268800,0,Revolving loans,F,N,N,1,157500.0,315000.0,15750.0
31854,0,Cash loans,F,N,Y,0,180000.0,781920.0,47965.5
257476,0,Cash loans,F,N,Y,0,225000.0,669600.0,26685.0
38527,0,Cash loans,M,N,Y,0,49500.0,127350.0,12532.5
200321,0,Cash loans,F,N,Y,0,144000.0,1078200.0,31653.0
296394,0,Cash loans,M,N,Y,0,315000.0,1078200.0,31653.0
57301,0,Cash loans,F,Y,Y,0,157500.0,1078200.0,31653.0
168461,0,Cash loans,F,N,Y,0,157500.0,322155.0,36477.0
79067,0,Cash loans,F,N,Y,0,180000.0,986274.0,28966.5
119493,0,Cash loans,F,N,N,0,45000.0,135000.0,5089.5
293582,0,Cash loans,F,N,Y,0,135000.0,592560.0,28638.0
128683,0,Cash loans,F,N,Y,0,67500.0,328405.5,14463.0
5390,0,Revolving loans,F,N,N,0,112500.0,315000.0,15750.0
244562,0,Cash loans,M,N,Y,2,166500.0,254700.0,27558.0
212735,1,Cash loans,F,N,N,1,157500.0,301464.0,23949.0
280014,0,Cash loans,F,N,N,0,58500.0,436500.0,26505.0
296497,0,Cash loans,F,Y,Y,0,90000.0,443088.0,22621.5
181291,0,Cash loans,M,N,N,3,360000.0,1051294.5,30870.0
8925,0,Cash loans,F,N,Y,0,130500.0,534204.0,34267.5
219841,0,Cash loans,F,N,Y,1,112500.0,675000.0,36616.5
298958,0,Revolving loans,M,N,Y,0,90000.0,180000.0,9000.0
71296,0,Revolving loans,F,N,Y,0,112500.0,180000.0,9000.0
263363,0,Cash loans,M,Y,Y,1,157500.0,76500.0,7150.5
149289,0,Cash loans,F,N,Y,0,126000.0,288873.0,16713.0
86409,0,Revolving loans,M,Y,N,2,202500.0,585000.0,29250.0
132330,0,Cash loans,M,N,N,2,225000.0,450000.0,23107.5
88881,0,Revolving loans,F,N,Y,1,180000.0,427500.0,21375.0
50530,0,Cash loans,F,N,Y,0,135000.0,790434.0,31477.5
16258,0,Cash loans,M,Y,N,0,405000.0,900000.0,29034.0
62714,0,Cash loans,F,Y,N,1,67500.0,112068.0,12802.5
160634,0,Cash loans,M,N,Y,0,202500.0,728460.0,40806.0
70754,0,Cash loans,M,N,N,2,180000.0,313438.5,33043.5
72003,1,Revolving loans,F,N,N,0,146250.0,180000.0,9000.0
124405,0,Revolving loans,F,N,Y,0,270000.0,202500.0,10125.0
282984,0,Cash loans,F,Y,Y,0,225000.0,469152.0,24084.0
233522,0,Cash loans,F,N,Y,1,157500.0,675000.0,29862.0
198365,0,Cash loans,F,N,N,0,157500.0,314100.0,12289.5
30554,1,Cash loans,F,Y,N,2,153000.0,540000.0,21055.5
105230,0,Cash loans,M,Y,N,0,225000.0,2205000.0,58167.0
143329,0,Cash loans,M,N,N,0,81000.0,563080.5,17068.5
159475,0,Cash loans,F,N,Y,0,67500.0,269550.0,18891.0
164294,0,Cash loans,M,Y,Y,0,157500.0,679500.0,28917.0
125360,0,Cash loans,M,N,N,0,112500.0,599472.0,30582.0
90919,1,Cash loans,M,Y,Y,0,225000.0,1030680.0,69007.5
20783,0,Cash loans,F,N,Y,0,202500.0,540000.0,19525.5
240764,1,Cash loans,F,N,N,1,202500.0,545040.0,26509.5
6440,0,Cash loans,F,N,Y,0,36000.0,225000.0,8212.5
215199,0,Cash loans,M,N,Y,0,225000.0,423000.0,20479.5
178534,0,Cash loans,M,N,N,0,157500.0,436500.0,35127.0
284763,0,Cash loans,F,Y,Y,1,315000.0,325908.0,17811.0
291766,0,Cash loans,M,Y,Y,0,157500.0,497520.0,53712.0
21829,0,Cash loans,F,N,N,0,112500.0,314100.0,12420.0
75424,0,Cash loans,F,Y,N,0,175500.0,797868.0,22995.0
16474,0,Cash loans,F,Y,N,0,189000.0,675000.0,28597.5
257577,0,Cash loans,F,Y,Y,1,90000.0,495000.0,19759.5
123869,0,Cash loans,F,N,Y,0,49500.0,225000.0,21919.5
80333,0,Cash loans,F,Y,Y,0,450000.0,342000.0,18684.0
223672,0,Revolving loans,F,Y,Y,1,112500.0,202500.0,10125.0
147326,0,Cash loans,M,Y,Y,0,90000.0,270000.0,16443.0
248315,0,Cash loans,F,N,Y,0,396000.0,900000.0,48825.0
15376,0,Cash loans,F,N,Y,1,112500.0,440784.0,34956.0
259189,0,Cash loans,M,N,N,0,112500.0,256500.0,19305.0
149272,0,Revolving loans,F,N,Y,0,112500.0,247500.0,12375.0
222356,0,Cash loans,M,Y,Y,0,112500.0,152820.0,16587.0
82227,0,Cash loans,F,N,N,1,162000.0,500490.0,48888.0
95067,0,Cash loans,M,Y,Y,0,337500.0,997335.0,35464.5
54528,0,Cash loans,M,Y,Y,0,135000.0,1354500.0,37246.5
159076,0,Cash loans,F,Y,Y,1,180000.0,270000.0,26833.5
136852,0,Cash loans,M,Y,Y,0,112500.0,675000.0,21775.5
125020,0,Cash loans,F,N,Y,0,157500.0,508495.5,20295.0
248240,0,Cash loans,M,Y,Y,1,148500.0,1264428.0,37098.0
21252,0,Revolving loans,F,Y,N,0,135000.0,405000.0,20250.0
266221,0,Cash loans,M,N,Y,1,126000.0,271066.5,16510.5
216677,0,Cash loans,F,Y,N,2,135000.0,417024.0,22752.0
290896,0,Cash loans,F,N,N,1,270000.0,1185120.0,42696.0
237787,0,Cash loans,M,N,N,0,90000.0,360000.0,17509.5
15094,0,Cash loans,F,N,N,0,180000.0,314100.0,21375.0
134966,0,Cash loans,M,N,Y,3,157500.0,521280.0,26743.5
306212,1,Cash loans,F,N,N,0,180000.0,1125000.0,30168.0
296411,0,Cash loans,M,Y,Y,1,810000.0,1288350.0,37800.0
209451,0,Cash loans,F,N,N,0,135000.0,450000.0,24543.0
122764,0,Cash loans,F,Y,N,0,1350000.0,900000.0,57519.0
271156,0,Cash loans,F,N,N,1,90000.0,450000.0,21888.0
279065,0,Cash loans,F,N,Y,0,247500.0,677664.0,28615.5
21494,0,Cash loans,M,Y,Y,2,135000.0,261000.0,25942.5
298964,0,Cash loans,F,N,Y,0,117000.0,675000.0,34596.0
32729,0,Cash loans,F,N,N,1,67500.0,693301.5,30537.0
222415,0,Cash loans,F,N,Y,0,180000.0,750154.5,31914.0
278207,0,Cash loans,F,N,Y,0,202500.0,184500.0,13554.0
215215,0,Revolving loans,F,N,Y,1,169416.0,135000.0,6750.0
93773,0,Cash loans,M,Y,Y,0,135000.0,585000.0,24916.5
69293,0,Revolving loans,F,N,Y,0,112500.0,315000.0,15750.0
30987,0,Cash loans,F,N,N,0,117000.0,52128.0,6025.5
161848,0,Cash loans,M,Y,Y,0,157500.0,701730.0,70956.0
285018,0,Cash loans,F,N,Y,0,121500.0,835506.0,24556.5
30451,0,Cash loans,F,N,Y,0,135000.0,239850.0,25447.5
158920,0,Cash loans,F,N,Y,2,135000.0,808650.0,29839.5
183857,0,Cash loans,F,N,Y,0,225000.0,1886850.0,52015.5
242673,0,Revolving loans,F,N,Y,0,157500.0,180000.0,9000.0
275260,0,Revolving loans,F,N,N,0,112500.0,180000.0,9000.0
59423,0,Cash loans,F,N,Y,0,112500.0,808650.0,26217.0
255635,0,Cash loans,F,N,Y,0,207000.0,363190.5,23773.5
207327,0,Cash loans,F,N,Y,0,108000.0,258768.0,23863.5
194353,0,Cash loans,F,N,Y,0,99000.0,508495.5,20025.0
273520,0,Cash loans,F,N,N,0,112500.0,540000.0,21546.0
209022,0,Cash loans,F,Y,Y,0,157500.0,56034.0,5670.0
282900,0,Revolving loans,F,N,Y,0,90000.0,337500.0,16875.0
179002,0,Cash loans,F,N,N,0,90000.0,1125000.0,36292.5
184534,0,Cash loans,M,Y,Y,1,135000.0,266832.0,21523.5
15593,0,Cash loans,F,N,Y,0,225000.0,343377.0,13072.5
193170,0,Cash loans,F,N,Y,0,135000.0,81000.0,8851.5
142502,0,Cash loans,M,Y,Y,0,135000.0,284400.0,10215.0
72787,0,Revolving loans,M,N,Y,1,112500.0,180000.0,9000.0
88162,0,Revolving loans,F,N,Y,1,157500.0,270000.0,13500.0
29253,0,Cash loans,M,N,N,0,135000.0,348264.0,25236.0
236276,0,Cash loans,F,N,Y,1,112500.0,787086.0,23143.5
214039,0,Cash loans,M,Y,Y,0,112500.0,1686591.0,46377.0
244814,0,Cash loans,F,N,Y,0,225000.0,1080000.0,75298.5
182689,1,Cash loans,M,Y,Y,1,202500.0,540000.0,29425.5
304480,0,Cash loans,F,N,Y,2,157500.0,1546020.0,50004.0
208790,0,Cash loans,M,N,N,0,121500.0,114682.5,13099.5
50212,0,Cash loans,F,N,Y,0,225000.0,1483650.0,61227.0
37805,0,Cash loans,F,N,Y,0,193500.0,517266.0,28188.0
306600,0,Cash loans,M,N,Y,0,135000.0,296280.0,21690.0
48005,0,Cash loans,F,N,N,0,157500.0,254700.0,14350.5
304310,0,Cash loans,M,Y,Y,0,202500.0,1078200.0,31653.0
108624,0,Cash loans,M,Y,N,0,225000.0,1260000.0,36841.5
112936,1,Cash loans,F,N,N,2,112500.0,225000.0,17775.0
255269,0,Cash loans,F,N,Y,0,211500.0,721404.0,52623.0
297682,0,Cash loans,F,N,Y,1,90000.0,143910.0,15399.0
153409,0,Cash loans,F,Y,N,2,337500.0,1113840.0,57001.5
65855,0,Cash loans,M,Y,Y,1,135000.0,850500.0,30262.5
194023,0,Cash loans,M,Y,Y,0,135000.0,439740.0,21154.5
200591,0,Cash loans,M,N,Y,1,247500.0,1061599.5,31171.5
106896,0,Cash loans,M,Y,Y,0,157500.0,1575000.0,41679.0
197386,0,Cash loans,F,Y,N,0,72000.0,225000.0,14679.0
230035,0,Cash loans,F,N,Y,0,180000.0,900000.0,26446.5
175829,0,Cash loans,F,Y,Y,0,180000.0,331632.0,32931.0
45749,0,Cash loans,F,Y,Y,1,135000.0,1125000.0,47664.0
80260,0,Cash loans,F,N,N,0,112500.0,508495.5,20295.0
274028,0,Revolving loans,F,Y,Y,0,180000.0,180000.0,9000.0
292798,0,Cash loans,F,N,Y,0,157500.0,724500.0,20893.5
285647,0,Cash loans,F,N,N,1,67500.0,238500.0,13819.5
119446,0,Cash loans,M,N,N,0,162000.0,942300.0,36643.5
269330,0,Cash loans,M,Y,N,0,270000.0,1350000.0,64948.5
301265,0,Cash loans,M,Y,N,0,270000.0,781920.0,33259.5
98255,0,Cash loans,F,N,Y,0,247500.0,1530000.0,42205.5
113659,0,Cash loans,M,Y,N,1,540000.0,677664.0,36891.0
138225,0,Cash loans,F,N,Y,1,112500.0,170640.0,11236.5
92216,0,Cash loans,M,Y,N,0,225000.0,389844.0,18882.0
182857,0,Cash loans,M,N,N,1,135000.0,112500.0,7317.0
11782,0,Cash loans,M,Y,Y,0,81000.0,213322.5,13761.0
186515,0,Cash loans,M,N,Y,0,157500.0,112500.0,12064.5
303496,0,Cash loans,F,N,Y,0,171000.0,364896.0,18760.5
123830,1,Cash loans,M,Y,Y,0,180000.0,545040.0,39627.0
80389,0,Cash loans,F,Y,N,0,202500.0,497520.0,59175.0
164799,0,Revolving loans,M,N,Y,0,202500.0,292500.0,14625.0
196303,0,Cash loans,F,Y,Y,0,225000.0,550980.0,43659.0
145009,0,Revolving loans,F,N,Y,0,157500.0,450000.0,22500.0
168736,0,Cash loans,F,N,Y,0,135000.0,278460.0,20947.5
196804,0,Revolving loans,F,N,Y,1,90000.0,180000.0,9000.0
86246,0,Cash loans,F,N,Y,2,112500.0,152820.0,16587.0
227013,0,Cash loans,F,N,Y,0,135000.0,1113840.0,51745.5
30182,0,Cash loans,F,N,Y,2,72000.0,45000.0,5076.0
252030,0,Cash loans,F,Y,Y,0,315000.0,506889.0,28300.5
303637,0,Revolving loans,F,N,Y,0,135000.0,450000.0,22500.0
33534,0,Revolving loans,F,N,Y,0,157500.0,180000.0,9000.0
193654,0,Cash loans,M,N,Y,0,180000.0,251091.0,23850.0
250051,0,Revolving loans,F,N,Y,1,67500.0,202500.0,10125.0
53544,0,Cash loans,F,N,Y,0,135000.0,450000.0,27324.0
154143,0,Cash loans,F,N,Y,1,67500.0,130824.0,10462.5
95853,0,Cash loans,M,Y,Y,3,144000.0,521280.0,28408.5
177798,0,Cash loans,M,N,N,0,360000.0,1159515.0,30586.5
110909,0,Cash loans,F,N,N,0,315000.0,1546020.0,40783.5
233574,0,Cash loans,F,N,Y,1,112500.0,270000.0,12024.0
200797,1,Cash loans,F,Y,Y,0,81000.0,814041.0,28971.0
62145,0,Cash loans,F,N,Y,0,396000.0,484659.0,44581.5
12900,0,Cash loans,M,Y,N,0,135000.0,675000.0,21906.0
229708,0,Cash loans,M,Y,Y,3,171000.0,208512.0,24876.0
5994,0,Cash loans,F,N,Y,0,348750.0,703728.0,36058.5
148586,0,Cash loans,F,Y,N,0,135000.0,270000.0,19777.5
79782,0,Cash loans,F,N,Y,0,135000.0,679500.0,19998.0
259007,0,Cash loans,M,Y,N,1,292500.0,337500.0,20394.0
229841,0,Cash loans,M,Y,N,0,121500.0,112068.0,12199.5
9324,0,Cash loans,M,N,Y,0,135000.0,450000.0,18459.0
293657,1,Cash loans,M,Y,Y,1,315000.0,755190.0,36459.0
45923,0,Cash loans,F,N,Y,0,225000.0,1611072.0,45238.5
62307,0,Cash loans,M,N,Y,0,225000.0,760500.0,22365.0
127176,1,Cash loans,M,N,Y,0,270000.0,239850.0,25830.0
151583,0,Cash loans,M,Y,N,0,180000.0,1724220.0,50413.5
257308,0,Cash loans,F,N,Y,0,270000.0,578979.0,31536.0
103653,0,Cash loans,M,N,N,0,270000.0,675000.0,53329.5
39480,0,Cash loans,M,N,Y,0,180000.0,679500.0,19998.0
134962,0,Cash loans,M,Y,Y,0,292500.0,450000.0,24543.0
88219,0,Cash loans,M,N,N,0,270000.0,896157.0,39604.5
172481,0,Cash loans,F,Y,Y,0,225000.0,528633.0,25560.0
299678,0,Cash loans,F,Y,Y,0,72000.0,392427.0,22041.0
168608,0,Cash loans,F,N,Y,1,135000.0,225000.0,22383.0
143339,0,Cash loans,F,N,Y,1,112500.0,473760.0,51151.5
207948,0,Cash loans,M,Y,Y,1,58500.0,225000.0,8613.0
188006,0,Revolving loans,M,Y,Y,1,135000.0,180000.0,9000.0
102193,0,Revolving loans,F,N,Y,0,76500.0,202500.0,10125.0
198898,0,Cash loans,M,N,Y,0,202500.0,355536.0,18742.5
101032,0,Cash loans,F,Y,N,0,135000.0,443088.0,17464.5
269211,0,Cash loans,M,N,Y,0,157500.0,229230.0,11866.5
228964,0,Cash loans,M,Y,Y,1,202500.0,688500.0,29299.5
283825,0,Revolving loans,F,N,Y,0,90000.0,315000.0,15750.0
96504,0,Revolving loans,F,N,Y,2,135000.0,180000.0,9000.0
144204,0,Revolving loans,F,N,Y,2,450000.0,2250000.0,225000.0
92273,0,Cash loans,F,N,Y,2,144000.0,835380.0,40320.0
273792,0,Cash loans,M,Y,Y,0,90000.0,1350000.0,37255.5
89055,0,Cash loans,M,N,Y,1,157500.0,521280.0,28408.5
29340,0,Revolving loans,F,N,Y,0,157500.0,450000.0,22500.0
116194,0,Cash loans,F,N,N,0,135000.0,755190.0,30078.0
304230,0,Cash loans,F,N,Y,0,189000.0,695439.0,20461.5
167774,0,Cash loans,M,Y,N,1,180000.0,1125000.0,32895.0
185910,0,Cash loans,F,N,N,4,135000.0,647046.0,19048.5
301675,0,Cash loans,M,Y,Y,0,81000.0,678456.0,22014.0
29660,1,Cash loans,M,N,Y,2,135000.0,781920.0,32998.5
144790,0,Revolving loans,M,Y,Y,0,180000.0,180000.0,9000.0
42680,0,Cash loans,M,N,N,0,148500.0,497520.0,39438.0
13305,0,Cash loans,F,N,Y,0,135000.0,566055.0,18387.0
150197,0,Cash loans,M,Y,N,0,126000.0,269550.0,14751.0
151465,0,Revolving loans,M,N,N,1,157500.0,315000.0,15750.0
304612,0,Cash loans,F,Y,Y,1,126000.0,521280.0,27423.0
222073,0,Cash loans,F,Y,Y,2,112500.0,360000.0,18405.0
75319,0,Cash loans,F,N,Y,1,112500.0,485640.0,38133.0
195851,0,Revolving loans,F,N,Y,0,125550.0,225000.0,11250.0
62656,0,Cash loans,M,Y,Y,2,270000.0,490536.0,38884.5
53993,0,Cash loans,F,N,N,0,67500.0,450000.0,32877.0
156880,0,Cash loans,F,Y,Y,0,315000.0,927877.5,30793.5
45165,0,Cash loans,F,N,Y,0,337500.0,760225.5,38947.5
27268,0,Cash loans,F,N,N,2,225000.0,1288350.0,37800.0
294992,0,Cash loans,F,N,Y,1,247500.0,835380.0,40320.0
122190,1,Cash loans,F,N,Y,0,112500.0,339948.0,27387.0
196208,0,Cash loans,F,N,Y,1,135000.0,152820.0,16344.0
263584,1,Cash loans,F,N,Y,0,135000.0,1046142.0,30712.5
102010,0,Cash loans,M,Y,N,1,112500.0,900000.0,38133.0
15126,1,Cash loans,M,N,Y,2,157500.0,521280.0,47938.5
303013,0,Cash loans,F,N,Y,0,112500.0,454500.0,14661.0
138355,0,Cash loans,F,Y,N,1,247500.0,2517300.0,69354.0
41118,1,Cash loans,M,N,Y,0,135000.0,225000.0,16434.0
106961,0,Cash loans,M,N,N,0,135000.0,188685.0,15255.0
209088,1,Revolving loans,F,N,N,0,171000.0,270000.0,13500.0
198949,0,Cash loans,F,N,Y,0,135000.0,101880.0,10075.5
279216,0,Cash loans,M,Y,N,0,405000.0,945000.0,37476.0
283008,0,Cash loans,F,N,Y,0,90000.0,544491.0,15916.5
77922,0,Cash loans,F,Y,N,0,157500.0,360000.0,19530.0
8873,0,Cash loans,F,N,Y,0,90000.0,1125000.0,32895.0
1931,0,Cash loans,F,N,N,1,63000.0,619965.0,20128.5
187005,0,Cash loans,F,N,Y,0,189000.0,675000.0,36747.0
212561,0,Cash loans,M,Y,Y,2,180000.0,1054935.0,44824.5
9550,0,Cash loans,F,N,Y,1,180000.0,547272.0,43366.5
273294,0,Cash loans,F,N,Y,1,135000.0,172021.5,18193.5
18835,1,Cash loans,M,Y,N,0,315000.0,407520.0,32328.0
87813,1,Cash loans,M,Y,N,1,135000.0,201024.0,13729.5
82155,0,Revolving loans,M,Y,Y,0,1125000.0,900000.0,45000.0
17096,0,Cash loans,F,Y,Y,0,200250.0,573408.0,27715.5
84890,0,Cash loans,F,N,Y,0,180000.0,1800000.0,49500.0
130538,0,Revolving loans,F,N,Y,0,67500.0,180000.0,9000.0
137076,0,Cash loans,F,N,N,0,180000.0,450000.0,21888.0
38051,0,Revolving loans,F,N,Y,0,126000.0,202500.0,10125.0
14639,0,Cash loans,F,N,Y,3,112500.0,284400.0,22599.0
230611,0,Cash loans,F,N,Y,0,157500.0,760225.5,32206.5
31965,1,Cash loans,F,N,N,2,135000.0,1078200.0,38200.5
303796,0,Cash loans,F,N,N,1,67500.0,254700.0,16582.5
211253,0,Cash loans,F,N,Y,0,157500.0,1223010.0,51948.0
167380,0,Cash loans,F,N,N,0,202500.0,808650.0,23773.5
113774,0,Cash loans,F,Y,Y,1,135000.0,770292.0,30676.5
222526,0,Cash loans,F,N,N,0,180000.0,932643.0,30087.0
78731,0,Revolving loans,F,Y,Y,0,112500.0,270000.0,13500.0
52216,0,Cash loans,F,N,N,0,189000.0,635962.5,26032.5
68608,0,Cash loans,M,N,N,0,211500.0,1971072.0,68512.5
120313,0,Cash loans,M,N,N,0,112500.0,592560.0,22698.0
233510,0,Cash loans,M,Y,Y,1,180000.0,495000.0,23944.5
118952,0,Cash loans,M,N,Y,0,72000.0,352044.0,13401.0
250464,0,Cash loans,M,Y,Y,0,85500.0,112500.0,11088.0
134418,0,Cash loans,F,N,Y,2,112500.0,983299.5,41661.0
90222,0,Cash loans,F,Y,Y,0,90000.0,593010.0,15772.5
270404,0,Cash loans,F,Y,Y,1,99000.0,1056447.0,31018.5
64482,0,Cash loans,F,Y,Y,0,202500.0,521280.0,31630.5
93645,0,Cash loans,F,N,N,0,135000.0,781920.0,28215.0
100761,0,Cash loans,M,Y,Y,1,247500.0,1998738.0,55093.5
187480,0,Cash loans,F,N,Y,0,166500.0,805536.0,41260.5
34137,0,Cash loans,M,Y,N,0,135000.0,571446.0,15070.5
