,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY
121771,0,Cash loans,F,N,Y,0,202500.0,52128.0,5742.0
133375,0,Cash loans,F,Y,N,0,135000.0,675000.0,32472.0
15312,0,Cash loans,F,N,Y,2,162000.0,1067418.0,31207.5
252123,0,Cash loans,F,Y,N,1,387000.0,2410380.0,89325.0
16845,0,Cash loans,M,N,N,0,103500.0,679500.0,28786.5
90764,1,Cash loans,F,N,N,0,202500.0,781920.0,28215.0
64544,0,Cash loans,F,N,N,0,180000.0,675000.0,23202.0
114970,0,Cash loans,F,N,N,1,382500.0,684706.5,33070.5
15277,0,Cash loans,F,Y,Y,1,112500.0,247275.0,17338.5
117552,1,Cash loans,F,N,N,0,112500.0,675000.0,34465.5
252770,0,Cash loans,F,N,Y,0,202500.0,495801.0,33264.0
228734,0,Cash loans,F,Y,Y,0,202500.0,760225.5,30150.0
208867,0,Cash loans,F,N,Y,0,157500.0,343800.0,13090.5
225835,0,Cash loans,F,N,N,0,67500.0,332910.0,22009.5
164771,1,Cash loans,F,N,N,1,135000.0,1078200.0,31653.0
131444,0,Cash loans,F,N,Y,0,247500.0,619254.0,29920.5
173749,0,Cash loans,F,N,Y,1,148500.0,485901.0,25569.0
241479,0,Cash loans,F,N,Y,0,189000.0,805536.0,34258.5
275323,0,Cash loans,F,Y,Y,1,180000.0,1206954.0,35419.5
123430,0,Cash loans,F,N,Y,0,166500.0,423000.0,33547.5
99461,0,Cash loans,F,N,Y,1,89100.0,1078200.0,31653.0
24425,0,Revolving loans,F,N,Y,0,67500.0,135000.0,6750.0
213555,1,Cash loans,F,N,Y,0,103500.0,1075500.0,38407.5
144274,0,Cash loans,F,N,Y,0,180000.0,675000.0,28507.5
54605,1,Cash loans,M,Y,Y,0,180000.0,592560.0,32274.0
241435,0,Cash loans,M,N,Y,0,157500.0,327024.0,16033.5
38817,1,Cash loans,M,N,Y,0,54000.0,885762.0,26028.0
292047,0,Cash loans,M,N,Y,1,225000.0,1113840.0,57001.5
187694,1,Cash loans,F,N,Y,0,117000.0,1525500.0,49342.5
106423,0,Cash loans,M,N,Y,0,157500.0,738000.0,31396.5
291651,0,Cash loans,F,N,Y,1,135000.0,808650.0,26217.0
90185,0,Cash loans,M,Y,Y,0,202500.0,720000.0,30505.5
146373,0,Cash loans,F,N,Y,0,202500.0,975771.0,34699.5
225841,0,Cash loans,M,Y,Y,0,112500.0,107820.0,7420.5
4072,0,Revolving loans,F,Y,Y,0,117000.0,247500.0,12375.0
107955,1,Cash loans,F,N,Y,0,112500.0,258709.5,13653.0
81757,0,Cash loans,F,Y,Y,1,180000.0,417024.0,22621.5
38104,1,Cash loans,M,N,N,0,180000.0,497520.0,52920.0
75238,0,Cash loans,M,Y,Y,0,180000.0,1288350.0,41692.5
131895,0,Cash loans,F,N,N,0,90000.0,555273.0,16042.5
119253,0,Revolving loans,F,N,Y,0,90000.0,270000.0,13500.0
81463,0,Cash loans,F,N,Y,0,135000.0,755190.0,36328.5
57855,0,Cash loans,F,N,N,0,157500.0,254700.0,27022.5
48904,0,Cash loans,M,Y,Y,2,121500.0,610335.0,25654.5
47710,0,Cash loans,F,Y,N,0,157500.0,1755000.0,46296.0
80102,0,Cash loans,F,N,Y,3,36000.0,299772.0,11430.0
166992,0,Revolving loans,M,Y,Y,3,135000.0,405000.0,20250.0
233364,0,Cash loans,F,N,Y,0,90000.0,481176.0,23278.5
107824,0,Cash loans,F,N,N,0,157500.0,533668.5,25803.0
117737,0,Cash loans,F,N,N,0,45000.0,675000.0,21775.5
264673,1,Cash loans,F,N,Y,0,180000.0,258709.5,14980.5
247557,0,Revolving loans,F,Y,Y,0,112500.0,337500.0,16875.0
200005,0,Cash loans,F,N,Y,0,54000.0,95940.0,9472.5
165329,0,Cash loans,M,N,Y,2,76500.0,403330.5,19746.0
195522,0,Cash loans,F,N,N,0,157500.0,641173.5,21321.0
19151,0,Cash loans,M,N,Y,0,112500.0,904500.0,32616.0
167178,0,Cash loans,M,Y,N,0,540000.0,781920.0,40617.0
265040,0,Cash loans,F,N,Y,0,112500.0,535675.5,22693.5
255420,0,Cash loans,F,N,Y,0,112500.0,701721.0,33889.5
212343,0,Cash loans,F,N,Y,0,157500.0,427450.5,18958.5
165820,0,Cash loans,M,N,N,0,202500.0,161730.0,11632.5
281548,0,Cash loans,F,N,Y,0,157500.0,553806.0,26770.5
166031,0,Cash loans,F,Y,N,2,157500.0,781920.0,39852.0
216771,0,Cash loans,M,Y,Y,0,393750.0,942300.0,36643.5
210021,0,Cash loans,M,N,N,0,180000.0,360000.0,23625.0
35596,0,Cash loans,F,N,N,0,157500.0,2290743.0,62991.0
37976,0,Cash loans,F,N,Y,0,72000.0,203301.0,15196.5
10240,0,Cash loans,F,N,Y,0,130500.0,269550.0,11547.0
190052,0,Cash loans,F,N,Y,0,112500.0,679500.0,24201.0
16650,0,Cash loans,M,N,Y,0,157500.0,447768.0,28746.0
211285,0,Cash loans,F,N,Y,0,135000.0,302206.5,14004.0
147641,1,Cash loans,M,Y,Y,0,180000.0,239850.0,28593.0
75829,0,Cash loans,F,Y,Y,1,540000.0,1154655.0,45922.5
174582,0,Cash loans,F,Y,Y,1,81000.0,327024.0,21289.5
22068,0,Cash loans,F,N,Y,0,90000.0,679500.0,19998.0
61168,0,Cash loans,F,Y,N,2,157500.0,253737.0,27454.5
154239,0,Cash loans,F,N,Y,0,90000.0,134775.0,9715.5
269740,0,Cash loans,F,Y,Y,0,157500.0,1132573.5,37561.5
44708,0,Cash loans,M,N,Y,0,166500.0,679500.0,26946.0
240610,0,Cash loans,F,Y,Y,1,144000.0,332946.0,16015.5
294254,0,Cash loans,M,Y,Y,0,225000.0,592560.0,40216.5
127760,0,Cash loans,F,Y,N,0,315000.0,746280.0,59094.0
144260,0,Cash loans,F,Y,N,1,67500.0,225000.0,22252.5
168370,0,Cash loans,F,N,Y,0,135000.0,1288350.0,37800.0
118610,0,Cash loans,F,N,N,2,76500.0,407520.0,26172.0
179956,0,Cash loans,F,N,Y,0,135000.0,1305000.0,38286.0
41795,0,Cash loans,F,N,Y,0,166500.0,62361.0,6295.5
10550,0,Cash loans,F,N,N,0,202500.0,490495.5,26131.5
179434,0,Cash loans,M,N,Y,0,112500.0,472500.0,20146.5
227551,0,Cash loans,M,Y,N,0,180000.0,312768.0,24709.5
138576,0,Cash loans,M,Y,N,0,225000.0,239850.0,25447.5
175992,0,Cash loans,F,N,Y,1,94500.0,432000.0,20137.5
280679,0,Cash loans,F,N,Y,0,90000.0,942300.0,34749.0
6658,0,Cash loans,F,Y,Y,1,90000.0,814041.0,23800.5
88749,0,Cash loans,M,Y,N,2,126000.0,485640.0,44671.5
203453,0,Cash loans,F,N,Y,0,112500.0,700830.0,22738.5
86204,0,Cash loans,F,N,Y,0,63000.0,109453.5,11623.5
305674,0,Cash loans,M,Y,Y,0,180000.0,239850.0,25830.0
109877,0,Cash loans,M,Y,Y,0,315000.0,397017.0,18526.5
170124,0,Cash loans,M,N,Y,1,135000.0,215640.0,13158.0
5067,0,Cash loans,F,N,Y,0,45000.0,113211.0,5575.5
65880,0,Cash loans,F,N,Y,0,202500.0,1082214.0,31770.0
111483,0,Cash loans,F,N,Y,1,103500.0,1080000.0,31576.5
296093,0,Revolving loans,M,Y,Y,0,180000.0,405000.0,20250.0
199564,0,Cash loans,F,N,N,1,180000.0,1165558.5,38650.5
209025,0,Cash loans,F,N,Y,0,54000.0,47970.0,5166.0
170776,0,Cash loans,M,Y,N,0,121500.0,225000.0,8482.5
295504,0,Cash loans,F,N,Y,0,193500.0,746271.0,38232.0
138126,0,Cash loans,M,Y,Y,0,157500.0,675000.0,37822.5
78897,1,Revolving loans,M,Y,Y,0,180000.0,540000.0,27000.0
301056,0,Cash loans,F,Y,Y,1,135000.0,314100.0,16573.5
166229,0,Cash loans,F,Y,N,0,180000.0,431280.0,22149.0
301301,0,Cash loans,M,Y,N,0,135000.0,1185282.0,38367.0
66751,0,Cash loans,F,N,Y,0,207000.0,699322.5,37255.5
50196,1,Cash loans,F,N,Y,0,351000.0,679500.0,64647.0
66101,0,Revolving loans,F,N,Y,2,45000.0,135000.0,6750.0
11107,0,Cash loans,F,N,Y,0,112500.0,314055.0,13963.5
93799,0,Cash loans,M,N,Y,0,157500.0,584766.0,23319.0
14107,0,Cash loans,M,Y,N,0,225000.0,1006920.0,40063.5
240425,0,Cash loans,F,N,Y,1,225000.0,835380.0,35523.0
215943,0,Cash loans,F,Y,N,0,225000.0,241618.5,23665.5
206898,0,Cash loans,M,Y,N,0,117000.0,423000.0,11763.0
274192,0,Cash loans,M,Y,Y,3,225000.0,792000.0,31410.0
101222,0,Cash loans,F,Y,N,0,450000.0,497520.0,32391.0
261943,0,Cash loans,M,N,Y,0,387000.0,675000.0,24799.5
72410,0,Cash loans,F,Y,Y,0,135000.0,360000.0,26194.5
143546,1,Cash loans,F,N,N,0,112500.0,239850.0,25830.0
70280,0,Cash loans,F,N,N,0,157500.0,550980.0,35212.5
248855,0,Cash loans,M,Y,Y,0,130500.0,592560.0,30384.0
234786,1,Cash loans,M,N,N,0,202500.0,327024.0,21289.5
37442,0,Cash loans,M,N,N,0,36000.0,152820.0,10080.0
177432,0,Cash loans,F,N,Y,0,202500.0,772686.0,25056.0
182760,0,Revolving loans,F,N,Y,0,180000.0,292500.0,14625.0
262292,0,Cash loans,M,N,N,1,157500.0,808650.0,21460.5
199281,0,Cash loans,F,N,N,0,157500.0,269550.0,17428.5
184850,0,Cash loans,M,N,Y,0,90000.0,234000.0,11511.0
56998,0,Cash loans,F,Y,Y,0,94500.0,369000.0,24790.5
144639,0,Cash loans,M,Y,N,0,157500.0,229230.0,24817.5
84633,0,Cash loans,M,N,Y,0,103500.0,450000.0,23692.5
171625,0,Cash loans,F,N,Y,1,112500.0,539100.0,29245.5
99002,0,Cash loans,F,N,N,0,315000.0,1800000.0,62568.0
204964,0,Cash loans,F,N,Y,0,157500.0,755190.0,36459.0
242496,0,Cash loans,F,Y,N,1,112500.0,432567.0,19183.5
148352,1,Cash loans,M,N,Y,0,225000.0,422505.0,38880.0
125338,0,Cash loans,F,N,Y,0,112500.0,878733.0,28476.0
277171,0,Cash loans,F,N,N,2,180000.0,225000.0,24363.0
131920,0,Cash loans,M,Y,Y,0,247500.0,904500.0,62950.5
296828,0,Revolving loans,F,N,Y,0,135000.0,135000.0,6750.0
6341,0,Cash loans,F,N,Y,0,135000.0,521280.0,23089.5
199573,0,Cash loans,M,N,N,0,202500.0,640080.0,31261.5
78988,0,Cash loans,F,N,N,0,45000.0,286704.0,13923.0
97747,0,Cash loans,F,N,Y,0,139500.0,592560.0,26230.5
219786,1,Cash loans,F,N,Y,0,108900.0,436032.0,15790.5
243428,0,Cash loans,F,Y,N,0,72000.0,238500.0,8991.0
35423,0,Cash loans,F,N,N,0,180000.0,450000.0,24543.0
39446,0,Cash loans,F,N,Y,0,126000.0,454500.0,21865.5
294142,0,Cash loans,M,Y,N,0,180000.0,1125000.0,37179.0
178458,0,Cash loans,F,Y,Y,0,315000.0,381528.0,24511.5
44702,0,Cash loans,M,Y,N,0,180000.0,298512.0,16668.0
3912,0,Cash loans,M,Y,Y,1,180000.0,523597.5,25317.0
226671,0,Cash loans,F,Y,Y,0,49500.0,199467.0,9724.5
264433,0,Revolving loans,F,N,Y,0,135000.0,337500.0,16875.0
274738,0,Cash loans,F,N,Y,2,90000.0,117162.0,12748.5
217387,0,Cash loans,F,N,Y,1,121500.0,204768.0,13684.5
274335,1,Cash loans,F,N,N,1,112500.0,152820.0,16047.0
128139,0,Cash loans,M,Y,Y,1,202500.0,562491.0,26194.5
131611,0,Cash loans,F,N,N,0,90000.0,201474.0,19755.0
289632,0,Cash loans,F,N,Y,0,270000.0,1113840.0,44172.0
156970,0,Cash loans,F,N,Y,1,90000.0,543037.5,34834.5
295296,0,Cash loans,M,Y,N,0,450000.0,284400.0,18643.5
63487,0,Cash loans,M,Y,N,0,225000.0,900000.0,26316.0
228621,0,Cash loans,F,N,Y,1,90000.0,816660.0,23877.0
29821,0,Cash loans,M,N,Y,0,315000.0,641173.5,34911.0
116894,0,Cash loans,M,Y,Y,0,382500.0,450000.0,27193.5
55116,0,Revolving loans,F,N,Y,1,81000.0,180000.0,9000.0
182113,0,Cash loans,F,N,Y,0,67500.0,675000.0,21906.0
274749,0,Cash loans,F,N,Y,1,103500.0,728460.0,40806.0
240520,0,Cash loans,F,Y,Y,0,270000.0,1350000.0,53671.5
291129,0,Cash loans,F,N,Y,0,135000.0,755190.0,33394.5
302019,0,Cash loans,M,N,Y,1,225000.0,1072809.0,31495.5
237836,0,Revolving loans,F,N,Y,0,112500.0,180000.0,9000.0
181310,0,Cash loans,M,Y,Y,0,202500.0,497520.0,33376.5
105488,0,Cash loans,F,N,N,2,58500.0,343800.0,16155.0
273559,0,Cash loans,F,N,N,0,90000.0,900000.0,26316.0
292326,0,Cash loans,F,N,N,0,112500.0,390960.0,23755.5
163443,0,Cash loans,F,N,Y,0,81000.0,276277.5,12298.5
189896,0,Revolving loans,F,Y,Y,1,126000.0,315000.0,15750.0
49957,0,Cash loans,M,N,N,0,225000.0,900000.0,26446.5
28638,0,Revolving loans,F,N,N,1,81000.0,202500.0,10125.0
299951,0,Cash loans,F,N,Y,0,270000.0,942300.0,27679.5
105481,0,Cash loans,F,N,Y,1,112500.0,1078200.0,34780.5
109553,0,Cash loans,F,Y,N,1,180000.0,675000.0,29731.5
106661,0,Cash loans,F,N,N,0,158782.5,225000.0,14764.5
84045,0,Revolving loans,M,N,Y,2,135000.0,292500.0,14625.0
205381,0,Cash loans,M,N,N,0,112500.0,67500.0,7398.0
271737,0,Revolving loans,F,N,N,0,67500.0,180000.0,9000.0
203463,0,Revolving loans,F,Y,Y,1,157500.0,202500.0,10125.0
224082,0,Cash loans,F,Y,Y,0,270000.0,720000.0,21181.5
22788,0,Cash loans,M,Y,Y,0,247500.0,171000.0,17955.0
250267,1,Cash loans,F,N,Y,0,135000.0,835380.0,35523.0
53495,0,Revolving loans,F,N,Y,0,90000.0,247500.0,12375.0
14594,0,Cash loans,F,N,Y,0,157500.0,704844.0,26248.5
154039,0,Cash loans,F,N,Y,1,121500.0,360000.0,16911.0
6403,0,Cash loans,F,N,Y,1,103500.0,244584.0,16474.5
128169,0,Cash loans,M,Y,N,0,202500.0,462825.0,36697.5
178772,0,Cash loans,F,N,Y,1,180000.0,1288350.0,41692.5
258865,0,Cash loans,M,N,Y,0,148500.0,469152.0,24084.0
258508,0,Cash loans,F,Y,Y,2,216000.0,1567003.5,54598.5
159455,0,Cash loans,M,N,Y,1,225000.0,135000.0,7020.0
164053,0,Revolving loans,F,N,Y,2,117000.0,675000.0,33750.0
223862,0,Cash loans,M,N,Y,0,585000.0,675000.0,36616.5
288592,0,Cash loans,F,N,Y,0,225000.0,473760.0,44982.0
303501,0,Revolving loans,F,Y,Y,0,157500.0,135000.0,6750.0
246925,0,Cash loans,F,N,Y,0,180000.0,90000.0,5881.5
37582,0,Cash loans,M,N,Y,1,166500.0,675000.0,26284.5
119610,0,Cash loans,F,Y,Y,0,157500.0,473760.0,44293.5
275173,0,Cash loans,F,N,N,0,135000.0,675000.0,49248.0
229156,0,Cash loans,F,N,N,0,121500.0,180000.0,13041.0
107450,0,Cash loans,M,N,Y,1,180000.0,288994.5,30793.5
282232,0,Cash loans,F,N,Y,0,112500.0,566055.0,16681.5
266202,0,Cash loans,F,N,Y,0,54000.0,490495.5,26131.5
166940,0,Cash loans,M,N,N,0,189000.0,1333179.0,74443.5
183201,0,Cash loans,F,N,Y,0,180000.0,254700.0,26757.0
252524,0,Cash loans,F,N,N,0,225000.0,948582.0,27864.0
126378,0,Cash loans,M,Y,Y,1,225000.0,450000.0,35685.0
43655,0,Cash loans,F,N,Y,0,193684.5,225000.0,22027.5
97404,0,Cash loans,F,N,Y,0,216000.0,1154362.5,33880.5
215341,0,Cash loans,F,N,Y,0,1215000.0,454500.0,19386.0
117484,0,Cash loans,F,N,Y,0,57924.0,323388.0,16425.0
234577,0,Cash loans,F,N,Y,0,211500.0,971280.0,51876.0
59260,0,Cash loans,F,Y,Y,0,337500.0,956574.0,35577.0
139963,1,Cash loans,F,N,Y,0,225000.0,755190.0,30078.0
57405,0,Cash loans,F,N,Y,0,90000.0,526491.0,17527.5
49956,0,Cash loans,F,N,N,1,76500.0,639000.0,30739.5
113595,0,Cash loans,F,N,N,0,112500.0,360000.0,23404.5
253317,0,Cash loans,F,N,Y,1,81000.0,454500.0,18153.0
168911,0,Cash loans,F,N,Y,0,70578.0,225000.0,11781.0
138167,0,Cash loans,F,N,N,0,58500.0,526491.0,18909.0
252131,0,Cash loans,F,N,N,0,67500.0,1354500.0,35730.0
213706,0,Cash loans,M,Y,N,0,270000.0,225000.0,22252.5
95297,0,Cash loans,M,Y,N,0,202500.0,686295.0,20808.0
130389,0,Cash loans,F,N,Y,1,28723.5,225000.0,9657.0
272971,0,Cash loans,F,N,Y,0,225000.0,900000.0,47952.0
79974,1,Cash loans,F,N,N,3,270000.0,1256400.0,36864.0
76606,0,Cash loans,M,Y,Y,0,180000.0,278613.0,31639.5
288647,0,Cash loans,F,Y,Y,0,180000.0,284400.0,16011.0
158579,0,Cash loans,M,Y,N,0,495000.0,2295000.0,50670.0
64656,0,Cash loans,F,Y,Y,0,112500.0,225000.0,22050.0
254622,0,Cash loans,F,N,N,2,112500.0,1223010.0,51948.0
280384,0,Cash loans,M,N,N,0,225000.0,268659.0,32013.0
113692,0,Cash loans,F,N,N,2,135000.0,417024.0,21451.5
64107,0,Cash loans,F,N,Y,0,99000.0,254700.0,16407.0
5708,0,Cash loans,F,N,N,2,180000.0,254700.0,26874.0
126643,0,Revolving loans,M,Y,Y,1,135000.0,180000.0,9000.0
135067,0,Cash loans,M,N,Y,3,112500.0,143910.0,15268.5
186823,0,Cash loans,F,Y,N,0,315000.0,1978596.0,52321.5
29148,0,Cash loans,M,Y,Y,0,225000.0,1019610.0,36751.5
307137,0,Revolving loans,F,N,Y,0,139500.0,180000.0,9000.0
106232,0,Cash loans,F,N,Y,1,90000.0,436032.0,20457.0
19011,0,Cash loans,F,Y,N,2,67500.0,980937.0,41692.5
77932,0,Cash loans,F,N,N,0,144000.0,675000.0,19737.0
74951,0,Cash loans,F,N,Y,0,274500.0,1288350.0,37800.0
184811,0,Revolving loans,M,N,Y,0,112500.0,202500.0,10125.0
39239,1,Cash loans,F,N,Y,0,225000.0,545040.0,26640.0
135293,0,Cash loans,F,Y,N,0,450000.0,2085120.0,72607.5
37543,1,Cash loans,M,N,N,0,144000.0,247275.0,19417.5
29497,0,Cash loans,F,N,Y,0,157500.0,521280.0,27423.0
166988,1,Cash loans,F,N,Y,0,180000.0,1546020.0,40914.0
259991,0,Cash loans,F,N,N,2,229500.0,52767.0,5728.5
205048,0,Revolving loans,F,Y,Y,2,112500.0,247500.0,12375.0
3347,0,Cash loans,M,N,Y,1,315000.0,545040.0,35617.5
234644,0,Cash loans,M,Y,Y,0,90000.0,183384.0,12253.5
79300,0,Cash loans,F,N,Y,0,126000.0,269550.0,14112.0
151556,0,Cash loans,F,N,Y,0,90000.0,497520.0,33376.5
109282,0,Cash loans,F,N,N,0,72000.0,254700.0,24939.0
247938,0,Cash loans,F,N,Y,0,112500.0,486000.0,15808.5
77989,0,Cash loans,F,Y,N,0,135000.0,343377.0,10912.5
14844,0,Cash loans,M,N,Y,0,180000.0,450000.0,32742.0
127665,1,Cash loans,F,N,Y,2,157500.0,653328.0,21204.0
199244,0,Cash loans,F,N,N,0,90000.0,225000.0,14679.0
79667,1,Cash loans,F,N,Y,2,135000.0,545040.0,35617.5
62956,0,Cash loans,M,N,Y,0,225000.0,646920.0,20997.0
213788,0,Cash loans,F,Y,N,1,270000.0,675000.0,28728.0
230598,0,Cash loans,M,Y,Y,0,67500.0,307557.0,16812.0
56220,0,Cash loans,F,N,Y,0,180000.0,1237500.0,35595.0
88811,0,Cash loans,F,Y,N,0,144000.0,454500.0,21865.5
42650,0,Cash loans,F,Y,Y,0,112500.0,675000.0,28728.0
826,0,Cash loans,M,N,N,1,189000.0,1054935.0,44824.5
19159,0,Cash loans,F,Y,Y,2,157500.0,568800.0,15133.5
111122,0,Cash loans,M,Y,Y,0,139500.0,2517300.0,66532.5
71651,0,Cash loans,F,Y,Y,0,202500.0,472500.0,13122.0
254475,0,Cash loans,F,N,Y,0,76500.0,284400.0,22599.0
263211,0,Cash loans,M,N,Y,0,157500.0,136512.0,10912.5
255702,0,Cash loans,F,Y,Y,0,126000.0,450000.0,36211.5
95420,1,Cash loans,M,Y,Y,0,112500.0,754740.0,29376.0
218055,0,Cash loans,F,N,N,3,76500.0,426384.0,46048.5
111688,0,Cash loans,M,Y,N,0,180000.0,783927.0,37845.0
249526,0,Revolving loans,F,N,Y,0,112500.0,337500.0,16875.0
101503,1,Cash loans,M,Y,Y,0,270000.0,450000.0,35554.5
224811,0,Cash loans,F,N,N,0,126000.0,361674.0,28575.0
267225,0,Cash loans,M,Y,Y,0,202500.0,571486.5,29308.5
184436,0,Cash loans,F,N,Y,1,157500.0,243000.0,13311.0
124676,0,Cash loans,F,N,N,0,135000.0,270000.0,11569.5
95958,0,Cash loans,M,Y,N,0,135000.0,1125000.0,32895.0
145812,0,Cash loans,F,N,Y,2,135000.0,904500.0,26446.5
101287,0,Cash loans,F,N,Y,1,135000.0,622413.0,31909.5
36991,0,Cash loans,F,Y,Y,1,270000.0,891072.0,35469.0
203579,0,Cash loans,M,N,Y,2,99000.0,388512.0,35761.5
99777,1,Revolving loans,F,N,Y,1,117000.0,270000.0,13500.0
198133,0,Cash loans,F,N,Y,0,225000.0,437877.0,22486.5
224740,0,Cash loans,M,Y,Y,0,202500.0,1035832.5,33543.0
200599,0,Cash loans,F,N,N,0,90000.0,490500.0,17748.0
160410,0,Cash loans,M,Y,Y,1,315000.0,1314117.0,38551.5
112644,0,Cash loans,F,N,Y,0,202500.0,248760.0,26248.5
54569,0,Cash loans,M,Y,Y,0,121500.0,104256.0,10813.5
250302,1,Cash loans,M,N,N,0,112500.0,254700.0,16582.5
17704,0,Cash loans,F,N,Y,0,99000.0,405000.0,12717.0
153498,0,Cash loans,M,Y,Y,1,225000.0,450000.0,30442.5
63934,0,Cash loans,M,N,Y,0,189000.0,417024.0,28341.0
48128,0,Cash loans,F,N,N,0,225000.0,1468719.0,38740.5
125693,0,Cash loans,F,N,N,0,180000.0,1724220.0,47412.0
100249,0,Cash loans,F,N,Y,0,135000.0,479578.5,23071.5
23228,0,Cash loans,M,Y,Y,0,81000.0,148365.0,9954.0
161407,0,Cash loans,F,Y,N,0,180000.0,584766.0,23319.0
99204,0,Cash loans,M,N,Y,0,135000.0,254700.0,14620.5
269770,0,Cash loans,F,N,Y,0,110250.0,254700.0,25321.5
49608,0,Cash loans,F,N,Y,0,108000.0,157500.0,8374.5
220430,0,Cash loans,F,N,N,0,112500.0,381528.0,18553.5
219964,0,Cash loans,M,Y,Y,0,202500.0,352044.0,17253.0
144696,0,Cash loans,F,N,N,3,63000.0,111384.0,9058.5
72620,0,Cash loans,F,N,Y,2,225000.0,1125000.0,60070.5
296925,0,Cash loans,F,N,Y,0,112500.0,225000.0,22383.0
102685,0,Cash loans,F,N,Y,0,135000.0,1007761.5,38385.0
121944,0,Cash loans,M,N,Y,0,112500.0,182016.0,11763.0
246460,0,Cash loans,M,Y,Y,1,270000.0,808650.0,23773.5
213580,0,Cash loans,M,Y,Y,2,225000.0,874363.5,39510.0
44644,0,Cash loans,F,Y,Y,0,265500.0,760225.5,34483.5
178258,0,Cash loans,F,N,N,0,112500.0,863226.0,33907.5
122572,0,Cash loans,F,N,N,0,90000.0,225000.0,10944.0
241897,0,Cash loans,F,Y,N,2,112500.0,783000.0,23022.0
234889,0,Cash loans,F,N,Y,1,81000.0,272520.0,17545.5
5284,0,Cash loans,F,N,N,0,112500.0,945000.0,25056.0
165684,0,Cash loans,M,Y,Y,1,135000.0,225000.0,25515.0
75371,0,Cash loans,F,N,Y,0,90000.0,566055.0,16681.5
287882,0,Cash loans,F,N,Y,0,216000.0,1125000.0,62950.5
281145,0,Cash loans,F,Y,Y,1,157500.0,555273.0,16366.5
207987,0,Cash loans,F,Y,Y,0,270000.0,1259626.5,50085.0
304898,0,Cash loans,F,N,Y,2,135000.0,285264.0,33984.0
149079,0,Cash loans,M,Y,Y,1,180000.0,310671.0,20358.0
205330,0,Cash loans,F,N,Y,0,112500.0,299772.0,16866.0
137173,0,Revolving loans,F,N,Y,0,112500.0,225000.0,11250.0
166850,0,Cash loans,M,Y,Y,0,72000.0,1339884.0,36976.5
230465,0,Cash loans,F,Y,N,0,216000.0,481495.5,36000.0
218714,0,Cash loans,F,Y,Y,1,202500.0,450000.0,41643.0
276177,0,Cash loans,F,Y,N,0,202500.0,552555.0,28341.0
193912,0,Cash loans,M,Y,Y,0,225000.0,760225.5,34483.5
161255,0,Cash loans,F,N,N,0,180000.0,945000.0,40036.5
251598,0,Cash loans,F,N,Y,0,112500.0,454500.0,21996.0
247126,0,Cash loans,F,N,N,1,99000.0,675000.0,38749.5
15738,0,Cash loans,F,N,Y,1,63000.0,327024.0,18904.5
2593,0,Cash loans,F,N,Y,1,90000.0,509922.0,49806.0
303847,0,Cash loans,M,N,Y,3,90000.0,630000.0,34308.0
74466,0,Cash loans,M,Y,N,0,270000.0,585000.0,37386.0
7103,0,Cash loans,F,N,N,1,135000.0,640080.0,24259.5
46972,0,Revolving loans,F,N,Y,0,90000.0,202500.0,10125.0
190542,0,Revolving loans,M,N,Y,0,144000.0,135000.0,6750.0
109987,0,Cash loans,M,N,Y,4,144000.0,448056.0,21919.5
110220,0,Cash loans,M,Y,N,0,247500.0,145557.0,7560.0
40163,0,Cash loans,F,Y,Y,1,157500.0,545040.0,34960.5
162843,0,Cash loans,M,N,N,0,112500.0,684000.0,20128.5
303473,0,Cash loans,M,N,Y,0,180000.0,325908.0,13936.5
144088,0,Cash loans,F,N,Y,0,292500.0,843088.5,43177.5
77820,1,Cash loans,F,N,Y,0,81000.0,207306.0,12654.0
50953,0,Cash loans,F,Y,N,0,157500.0,325908.0,15808.5
280893,0,Cash loans,F,N,Y,0,112500.0,203760.0,11826.0
801,0,Cash loans,F,N,Y,0,108000.0,760225.5,30280.5
30177,0,Cash loans,F,Y,Y,0,243000.0,254700.0,25321.5
136908,0,Cash loans,F,N,Y,2,360000.0,601470.0,32760.0
201092,1,Cash loans,M,N,Y,2,225000.0,594121.5,30465.0
211075,0,Revolving loans,F,Y,Y,0,144000.0,135000.0,6750.0
73400,0,Cash loans,M,Y,N,1,169182.0,1507500.0,41584.5
71788,0,Cash loans,M,Y,Y,0,189000.0,270000.0,13783.5
136556,0,Cash loans,F,N,Y,1,112500.0,188460.0,9994.5
121885,0,Cash loans,F,N,N,0,112500.0,1288350.0,37800.0
222667,0,Cash loans,F,Y,N,1,135000.0,508495.5,24592.5
93661,0,Cash loans,F,N,Y,0,265500.0,704178.0,49140.0
77484,0,Cash loans,F,N,N,0,112500.0,1288350.0,35559.0
152720,0,Cash loans,F,N,Y,2,315000.0,675000.0,28728.0
147247,0,Cash loans,M,Y,N,0,112500.0,352044.0,17253.0
103347,0,Cash loans,M,Y,Y,0,225000.0,557770.5,28606.5
202544,0,Cash loans,F,N,Y,0,112500.0,566055.0,16681.5
155240,0,Cash loans,F,Y,N,0,81000.0,312768.0,16506.0
288177,0,Cash loans,M,Y,N,0,180000.0,781920.0,47965.5
200686,0,Cash loans,M,N,Y,0,225000.0,497520.0,36184.5
